round,method,score,best_score,params,controller_values,controller_counts
9,hb,0.966680950665625,0.966680950665625,"{'C': 0.11769827727593651, 'kernel': np.str_('linear')}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9175142099280029, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9166737618844898), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.9166737618844898, 'svm_sh': np.float64(0.9328671328671327), 'svm_hb': np.float64(0.9332936936768353)}","{'rf_random': 1, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 1, 'svm_random': 2, 'svm_optuna': 1, 'svm_sh': 1, 'svm_hb': 2}"
10,sh,0.9664335664335664,0.966680950665625,"{'kernel': 'linear', 'C': 1}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9175142099280029, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9166737618844898), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.9166737618844898, 'svm_sh': np.float64(0.9328671328671327), 'svm_hb': np.float64(0.9332936936768353)}","{'rf_random': 1, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 1, 'svm_random': 2, 'svm_optuna': 1, 'svm_sh': 2, 'svm_hb': 2}"
11,random,0.966680950665625,0.966680950665625,"{'kernel': 'linear', 'C': 0.1}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9175142099280029, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9166737618844898), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.9166737618844898, 'svm_sh': np.float64(0.9328671328671327), 'svm_hb': np.float64(0.9332936936768353)}","{'rf_random': 1, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 1, 'svm_random': 3, 'svm_optuna': 1, 'svm_sh': 2, 'svm_hb': 2}"
12,random,0.9583368809422449,0.966680950665625,"{'n_estimators': 50, 'max_depth': 20, 'criterion': 'entropy'}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9175142099280029, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9166737618844898), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.9166737618844898, 'svm_sh': np.float64(0.9328671328671327), 'svm_hb': np.float64(0.9332936936768353)}","{'rf_random': 2, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 1, 'svm_random': 3, 'svm_optuna': 1, 'svm_sh': 2, 'svm_hb': 2}"
13,hb,0.9583368809422449,0.966680950665625,"{'n_estimators': 191, 'max_depth': 6, 'criterion': np.str_('gini')}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9175142099280029, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9166737618844898), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.9166737618844898, 'svm_sh': np.float64(0.9328671328671327), 'svm_hb': np.float64(0.9332936936768353)}","{'rf_random': 2, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 2, 'svm_random': 3, 'svm_optuna': 1, 'svm_sh': 2, 'svm_hb': 2}"
14,hb,0.966680950665625,0.966680950665625,"{'C': 0.1089030728875223, 'kernel': np.str_('linear')}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9175142099280029, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9166737618844898), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.9166737618844898, 'svm_sh': np.float64(0.9328671328671327), 'svm_hb': np.float64(0.9333164295616402)}","{'rf_random': 2, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 2, 'svm_random': 3, 'svm_optuna': 1, 'svm_sh': 2, 'svm_hb': 3}"
15,sh,0.9664335664335664,0.966680950665625,"{'kernel': 'linear', 'C': 1}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9175142099280029, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9166737618844898), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.9166737618844898, 'svm_sh': np.float64(0.9328671328671327), 'svm_hb': np.float64(0.9333164295616402)}","{'rf_random': 2, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 2, 'svm_random': 3, 'svm_optuna': 1, 'svm_sh': 3, 'svm_hb': 3}"
16,sh,0.9545817145817146,0.966680950665625,"{'n_estimators': 100, 'max_depth': None, 'criterion': 'entropy'}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9175142099280029, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9166737618844898), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.9166737618844898, 'svm_sh': np.float64(0.9328671328671327), 'svm_hb': np.float64(0.9333164295616402)}","{'rf_random': 2, 'rf_optuna': 1, 'rf_sh': 2, 'rf_hb': 2, 'svm_random': 3, 'svm_optuna': 1, 'svm_sh': 3, 'svm_hb': 3}"
17,random,0.966680950665625,0.966680950665625,"{'kernel': 'linear', 'C': 0.1}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9175142099280029, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9166737618844898), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.9166737618844898, 'svm_sh': np.float64(0.9328671328671327), 'svm_hb': np.float64(0.9333164295616402)}","{'rf_random': 2, 'rf_optuna': 1, 'rf_sh': 2, 'rf_hb': 2, 'svm_random': 4, 'svm_optuna': 1, 'svm_sh': 3, 'svm_hb': 3}"
18,hb,0.966680950665625,0.966680950665625,"{'C': 0.12781090404638829, 'kernel': np.str_('linear')}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9175142099280029, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9166737618844898), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.9166737618844898, 'svm_sh': np.float64(0.9328671328671327), 'svm_hb': np.float64(0.9333277975040426)}","{'rf_random': 2, 'rf_optuna': 1, 'rf_sh': 2, 'rf_hb': 2, 'svm_random': 4, 'svm_optuna': 1, 'svm_sh': 3, 'svm_hb': 4}"
19,sh,0.9664335664335664,0.966680950665625,"{'kernel': 'linear', 'C': 1}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9175142099280029, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9166737618844898), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.9166737618844898, 'svm_sh': np.float64(0.9328671328671327), 'svm_hb': np.float64(0.9333277975040426)}","{'rf_random': 2, 'rf_optuna': 1, 'rf_sh': 2, 'rf_hb': 2, 'svm_random': 4, 'svm_optuna': 1, 'svm_sh': 4, 'svm_hb': 4}"
0,random,0.9583368809422449,-1,"{'n_estimators': 100, 'max_depth': None, 'criterion': 'gini'}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.0, 'rf_sh': 0.0, 'rf_hb': 0.0, 'svm_random': 0.0, 'svm_optuna': 0.0, 'svm_sh': 0.0, 'svm_hb': 0.0}","{'rf_random': 1, 'rf_optuna': 0, 'rf_sh': 0, 'rf_hb': 0, 'svm_random': 0, 'svm_optuna': 0, 'svm_sh': 0, 'svm_hb': 0}"
1,optuna,0.9583368809422449,0.9583368809422449,"{'n_estimators': 170, 'max_depth': 20, 'criterion': 'entropy'}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9166737618844898, 'rf_sh': 0.0, 'rf_hb': 0.0, 'svm_random': 0.0, 'svm_optuna': 0.0, 'svm_sh': 0.0, 'svm_hb': 0.0}","{'rf_random': 1, 'rf_optuna': 1, 'rf_sh': 0, 'rf_hb': 0, 'svm_random': 0, 'svm_optuna': 0, 'svm_sh': 0, 'svm_hb': 0}"
2,sh,0.9545817145817146,0.9583368809422449,"{'n_estimators': 100, 'max_depth': None, 'criterion': 'entropy'}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9166737618844898, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': 0.0, 'svm_random': 0.0, 'svm_optuna': 0.0, 'svm_sh': 0.0, 'svm_hb': 0.0}","{'rf_random': 1, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 0, 'svm_random': 0, 'svm_optuna': 0, 'svm_sh': 0, 'svm_hb': 0}"
3,hb,0.9501974341821086,0.9583368809422449,"{'n_estimators': 125, 'max_depth': 19, 'criterion': np.str_('gini')}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9166737618844898, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9003948683642171), 'svm_random': 0.0, 'svm_optuna': 0.0, 'svm_sh': 0.0, 'svm_hb': 0.0}","{'rf_random': 1, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 1, 'svm_random': 0, 'svm_optuna': 0, 'svm_sh': 0, 'svm_hb': 0}"
4,random,0.966680950665625,0.9583368809422449,"{'kernel': 'linear', 'C': 0.1}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9166737618844898, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9003948683642171), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.0, 'svm_sh': 0.0, 'svm_hb': 0.0}","{'rf_random': 1, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 1, 'svm_random': 1, 'svm_optuna': 0, 'svm_sh': 0, 'svm_hb': 0}"
5,optuna,0.9583368809422449,0.966680950665625,"{'C': 0.14799392601940572, 'kernel': 'linear'}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9166737618844898, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9003948683642171), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.9166737618844898, 'svm_sh': 0.0, 'svm_hb': 0.0}","{'rf_random': 1, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 1, 'svm_random': 1, 'svm_optuna': 1, 'svm_sh': 0, 'svm_hb': 0}"
6,sh,0.9664335664335664,0.966680950665625,"{'kernel': 'linear', 'C': 1}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9166737618844898, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9003948683642171), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.9166737618844898, 'svm_sh': np.float64(0.9328671328671327), 'svm_hb': 0.0}","{'rf_random': 1, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 1, 'svm_random': 1, 'svm_optuna': 1, 'svm_sh': 1, 'svm_hb': 0}"
7,hb,0.9749340144742443,0.966680950665625,"{'C': 0.09669026658586265, 'kernel': np.str_('linear')}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9166737618844898, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9003948683642171), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.9166737618844898, 'svm_sh': np.float64(0.9328671328671327), 'svm_hb': np.float64(0.9498680289484887)}","{'rf_random': 1, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 1, 'svm_random': 1, 'svm_optuna': 1, 'svm_sh': 1, 'svm_hb': 1}"
8,hb,0.966680950665625,0.9749340144742443,"{'C': 0.10985055826532643, 'kernel': np.str_('linear')}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9166737618844898, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9003948683642171), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.9166737618844898, 'svm_sh': np.float64(0.9328671328671327), 'svm_hb': np.float64(0.9416149651398693)}","{'rf_random': 1, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 1, 'svm_random': 1, 'svm_optuna': 1, 'svm_sh': 1, 'svm_hb': 2}"
9,random,0.966680950665625,0.9749340144742443,"{'kernel': 'linear', 'C': 0.1}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9166737618844898, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9003948683642171), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.9166737618844898, 'svm_sh': np.float64(0.9328671328671327), 'svm_hb': np.float64(0.9416149651398693)}","{'rf_random': 1, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 1, 'svm_random': 2, 'svm_optuna': 1, 'svm_sh': 1, 'svm_hb': 2}"
10,sh,0.9664335664335664,0.9749340144742443,"{'kernel': 'linear', 'C': 1}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9166737618844898, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9003948683642171), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.9166737618844898, 'svm_sh': np.float64(0.9328671328671327), 'svm_hb': np.float64(0.9416149651398693)}","{'rf_random': 1, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 1, 'svm_random': 2, 'svm_optuna': 1, 'svm_sh': 2, 'svm_hb': 2}"
11,hb,0.9666127430112104,0.9749340144742443,"{'C': 0.49849492327550765, 'kernel': np.str_('linear')}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9166737618844898, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9003948683642171), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.9166737618844898, 'svm_sh': np.float64(0.9328671328671327), 'svm_hb': np.float64(0.9388184721007198)}","{'rf_random': 1, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 1, 'svm_random': 2, 'svm_optuna': 1, 'svm_sh': 2, 'svm_hb': 3}"
12,random,0.9583368809422449,0.9749340144742443,"{'n_estimators': 200, 'max_depth': 20, 'criterion': 'gini'}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9166737618844898, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9003948683642171), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.9166737618844898, 'svm_sh': np.float64(0.9328671328671327), 'svm_hb': np.float64(0.9388184721007198)}","{'rf_random': 2, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 1, 'svm_random': 2, 'svm_optuna': 1, 'svm_sh': 2, 'svm_hb': 3}"
13,random,0.966680950665625,0.9749340144742443,"{'kernel': 'linear', 'C': 0.1}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9166737618844898, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9003948683642171), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.9166737618844898, 'svm_sh': np.float64(0.9328671328671327), 'svm_hb': np.float64(0.9388184721007198)}","{'rf_random': 2, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 1, 'svm_random': 3, 'svm_optuna': 1, 'svm_sh': 2, 'svm_hb': 3}"
14,sh,0.9664335664335664,0.9749340144742443,"{'kernel': 'linear', 'C': 1}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9166737618844898, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9003948683642171), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.9166737618844898, 'svm_sh': np.float64(0.9328671328671327), 'svm_hb': np.float64(0.9388184721007198)}","{'rf_random': 2, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 1, 'svm_random': 3, 'svm_optuna': 1, 'svm_sh': 3, 'svm_hb': 3}"
15,sh,0.9545817145817146,0.9749340144742443,"{'n_estimators': 100, 'max_depth': None, 'criterion': 'entropy'}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9166737618844898, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9003948683642171), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.9166737618844898, 'svm_sh': np.float64(0.9328671328671327), 'svm_hb': np.float64(0.9388184721007198)}","{'rf_random': 2, 'rf_optuna': 1, 'rf_sh': 2, 'rf_hb': 1, 'svm_random': 3, 'svm_optuna': 1, 'svm_sh': 3, 'svm_hb': 3}"
16,hb,0.9583368809422449,0.9749340144742443,"{'n_estimators': 184, 'max_depth': 15, 'criterion': np.str_('gini')}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9166737618844898, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9085343151243535), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.9166737618844898, 'svm_sh': np.float64(0.9328671328671327), 'svm_hb': np.float64(0.9388184721007198)}","{'rf_random': 2, 'rf_optuna': 1, 'rf_sh': 2, 'rf_hb': 2, 'svm_random': 3, 'svm_optuna': 1, 'svm_sh': 3, 'svm_hb': 3}"
17,hb,0.966680950665625,0.9749340144742443,"{'C': 0.10196245871156247, 'kernel': np.str_('linear')}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9166737618844898, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9085343151243535), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.9166737618844898, 'svm_sh': np.float64(0.9328671328671327), 'svm_hb': np.float64(0.9374543294083524)}","{'rf_random': 2, 'rf_optuna': 1, 'rf_sh': 2, 'rf_hb': 2, 'svm_random': 3, 'svm_optuna': 1, 'svm_sh': 3, 'svm_hb': 4}"
18,random,0.966680950665625,0.9749340144742443,"{'kernel': 'linear', 'C': 0.1}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9166737618844898, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9085343151243535), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.9166737618844898, 'svm_sh': np.float64(0.9328671328671327), 'svm_hb': np.float64(0.9374543294083524)}","{'rf_random': 2, 'rf_optuna': 1, 'rf_sh': 2, 'rf_hb': 2, 'svm_random': 4, 'svm_optuna': 1, 'svm_sh': 3, 'svm_hb': 4}"
19,sh,0.9664335664335664,0.9749340144742443,"{'kernel': 'linear', 'C': 1}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9166737618844898, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9085343151243535), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.9166737618844898, 'svm_sh': np.float64(0.9328671328671327), 'svm_hb': np.float64(0.9374543294083524)}","{'rf_random': 2, 'rf_optuna': 1, 'rf_sh': 2, 'rf_hb': 2, 'svm_random': 4, 'svm_optuna': 1, 'svm_sh': 4, 'svm_hb': 4}"
0,random,0.3255821490912669,-1,"{'n_estimators': 50, 'max_depth': 20, 'criterion': 'entropy'}","{'rf_random': np.float64(-0.34883570181746615), 'rf_optuna': 0.0, 'rf_sh': 0.0, 'rf_hb': 0.0, 'svm_random': 0.0, 'svm_optuna': 0.0, 'svm_sh': 0.0, 'svm_hb': 0.0}","{'rf_random': 1, 'rf_optuna': 0, 'rf_sh': 0, 'rf_hb': 0, 'svm_random': 0, 'svm_optuna': 0, 'svm_sh': 0, 'svm_hb': 0}"
1,optuna,0.3080091770308386,0.3255821490912669,"{'n_estimators': 152, 'max_depth': 15, 'criterion': 'entropy'}","{'rf_random': np.float64(-0.34883570181746615), 'rf_optuna': -0.38398164593832285, 'rf_sh': 0.0, 'rf_hb': 0.0, 'svm_random': 0.0, 'svm_optuna': 0.0, 'svm_sh': 0.0, 'svm_hb': 0.0}","{'rf_random': 1, 'rf_optuna': 1, 'rf_sh': 0, 'rf_hb': 0, 'svm_random': 0, 'svm_optuna': 0, 'svm_sh': 0, 'svm_hb': 0}"
2,sh,0.1979544137183398,0.3255821490912669,"{'n_estimators': 50, 'max_depth': 20, 'criterion': 'gini'}","{'rf_random': np.float64(-0.34883570181746615), 'rf_optuna': -0.38398164593832285, 'rf_sh': np.float64(-0.6040911725633205), 'rf_hb': 0.0, 'svm_random': 0.0, 'svm_optuna': 0.0, 'svm_sh': 0.0, 'svm_hb': 0.0}","{'rf_random': 1, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 0, 'svm_random': 0, 'svm_optuna': 0, 'svm_sh': 0, 'svm_hb': 0}"
3,hb,0.32420380973879176,0.3255821490912669,"{'n_estimators': 177, 'max_depth': 23, 'criterion': np.str_('entropy')}","{'rf_random': np.float64(-0.34883570181746615), 'rf_optuna': -0.38398164593832285, 'rf_sh': np.float64(-0.6040911725633205), 'rf_hb': np.float64(-0.3515923805224165), 'svm_random': 0.0, 'svm_optuna': 0.0, 'svm_sh': 0.0, 'svm_hb': 0.0}","{'rf_random': 1, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 1, 'svm_random': 0, 'svm_optuna': 0, 'svm_sh': 0, 'svm_hb': 0}"
4,random,0.22666483435118043,0.3255821490912669,"{'kernel': 'rbf', 'C': 10}","{'rf_random': np.float64(-0.34883570181746615), 'rf_optuna': -0.38398164593832285, 'rf_sh': np.float64(-0.6040911725633205), 'rf_hb': np.float64(-0.3515923805224165), 'svm_random': np.float64(-0.5466703312976391), 'svm_optuna': 0.0, 'svm_sh': 0.0, 'svm_hb': 0.0}","{'rf_random': 1, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 1, 'svm_random': 1, 'svm_optuna': 0, 'svm_sh': 0, 'svm_hb': 0}"
5,optuna,0.22693214127223804,0.3255821490912669,"{'C': 17.99851762474924, 'kernel': 'rbf'}","{'rf_random': np.float64(-0.34883570181746615), 'rf_optuna': -0.38398164593832285, 'rf_sh': np.float64(-0.6040911725633205), 'rf_hb': np.float64(-0.3515923805224165), 'svm_random': np.float64(-0.5466703312976391), 'svm_optuna': -0.5461357174555239, 'svm_sh': 0.0, 'svm_hb': 0.0}","{'rf_random': 1, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 1, 'svm_random': 1, 'svm_optuna': 1, 'svm_sh': 0, 'svm_hb': 0}"
6,sh,0.19607299452531268,0.3255821490912669,"{'kernel': 'linear', 'C': 0.1}","{'rf_random': np.float64(-0.34883570181746615), 'rf_optuna': -0.38398164593832285, 'rf_sh': np.float64(-0.6040911725633205), 'rf_hb': np.float64(-0.3515923805224165), 'svm_random': np.float64(-0.5466703312976391), 'svm_optuna': -0.5461357174555239, 'svm_sh': np.float64(-0.6078540109493746), 'svm_hb': 0.0}","{'rf_random': 1, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 1, 'svm_random': 1, 'svm_optuna': 1, 'svm_sh': 1, 'svm_hb': 0}"
7,hb,0.22669896363417355,0.3255821490912669,"{'C': 20.841391405949732, 'kernel': np.str_('rbf')}","{'rf_random': np.float64(-0.34883570181746615), 'rf_optuna': -0.38398164593832285, 'rf_sh': np.float64(-0.6040911725633205), 'rf_hb': np.float64(-0.3515923805224165), 'svm_random': np.float64(-0.5466703312976391), 'svm_optuna': -0.5461357174555239, 'svm_sh': np.float64(-0.6078540109493746), 'svm_hb': np.float64(-0.546602072731653)}","{'rf_random': 1, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 1, 'svm_random': 1, 'svm_optuna': 1, 'svm_sh': 1, 'svm_hb': 1}"
8,random,0.30047509728952404,0.3255821490912669,"{'n_estimators': 200, 'max_depth': 20, 'criterion': 'entropy'}","{'rf_random': np.float64(-0.37394275361920903), 'rf_optuna': -0.38398164593832285, 'rf_sh': np.float64(-0.6040911725633205), 'rf_hb': np.float64(-0.3515923805224165), 'svm_random': np.float64(-0.5466703312976391), 'svm_optuna': -0.5461357174555239, 'svm_sh': np.float64(-0.6078540109493746), 'svm_hb': np.float64(-0.546602072731653)}","{'rf_random': 2, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 1, 'svm_random': 1, 'svm_optuna': 1, 'svm_sh': 1, 'svm_hb': 1}"
9,hb,0.3194245920757275,0.3255821490912669,"{'n_estimators': 175, 'max_depth': 17, 'criterion': np.str_('entropy')}","{'rf_random': np.float64(-0.37394275361920903), 'rf_optuna': -0.38398164593832285, 'rf_sh': np.float64(-0.6040911725633205), 'rf_hb': np.float64(-0.35637159818548075), 'svm_random': np.float64(-0.5466703312976391), 'svm_optuna': -0.5461357174555239, 'svm_sh': np.float64(-0.6078540109493746), 'svm_hb': np.float64(-0.546602072731653)}","{'rf_random': 2, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 2, 'svm_random': 1, 'svm_optuna': 1, 'svm_sh': 1, 'svm_hb': 1}"
10,random,0.3099032870818795,0.3255821490912669,"{'n_estimators': 100, 'max_depth': 20, 'criterion': 'entropy'}","{'rf_random': np.float64(-0.3760263110248864), 'rf_optuna': -0.38398164593832285, 'rf_sh': np.float64(-0.6040911725633205), 'rf_hb': np.float64(-0.35637159818548075), 'svm_random': np.float64(-0.5466703312976391), 'svm_optuna': -0.5461357174555239, 'svm_sh': np.float64(-0.6078540109493746), 'svm_hb': np.float64(-0.546602072731653)}","{'rf_random': 3, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 2, 'svm_random': 1, 'svm_optuna': 1, 'svm_sh': 1, 'svm_hb': 1}"
11,random,0.3186344543709028,0.3255821490912669,"{'n_estimators': 200, 'max_depth': None, 'criterion': 'entropy'}","{'rf_random': np.float64(-0.37270250608321337), 'rf_optuna': -0.38398164593832285, 'rf_sh': np.float64(-0.6040911725633205), 'rf_hb': np.float64(-0.35637159818548075), 'svm_random': np.float64(-0.5466703312976391), 'svm_optuna': -0.5461357174555239, 'svm_sh': np.float64(-0.6078540109493746), 'svm_hb': np.float64(-0.546602072731653)}","{'rf_random': 4, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 2, 'svm_random': 1, 'svm_optuna': 1, 'svm_sh': 1, 'svm_hb': 1}"
12,random,0.30781915098059415,0.3255821490912669,"{'n_estimators': 100, 'max_depth': 20, 'criterion': 'entropy'}","{'rf_random': np.float64(-0.37503434447433304), 'rf_optuna': -0.38398164593832285, 'rf_sh': np.float64(-0.6040911725633205), 'rf_hb': np.float64(-0.35637159818548075), 'svm_random': np.float64(-0.5466703312976391), 'svm_optuna': -0.5461357174555239, 'svm_sh': np.float64(-0.6078540109493746), 'svm_hb': np.float64(-0.546602072731653)}","{'rf_random': 5, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 2, 'svm_random': 1, 'svm_optuna': 1, 'svm_sh': 1, 'svm_hb': 1}"
13,random,0.2841063563396087,0.3255821490912669,"{'n_estimators': 50, 'max_depth': None, 'criterion': 'entropy'}","{'rf_random': np.float64(-0.38449316828207464), 'rf_optuna': -0.38398164593832285, 'rf_sh': np.float64(-0.6040911725633205), 'rf_hb': np.float64(-0.35637159818548075), 'svm_random': np.float64(-0.5466703312976391), 'svm_optuna': -0.5461357174555239, 'svm_sh': np.float64(-0.6078540109493746), 'svm_hb': np.float64(-0.546602072731653)}","{'rf_random': 6, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 2, 'svm_random': 1, 'svm_optuna': 1, 'svm_sh': 1, 'svm_hb': 1}"
14,hb,0.3105959605803739,0.3255821490912669,"{'n_estimators': 177, 'max_depth': 28, 'criterion': np.str_('entropy')}","{'rf_random': np.float64(-0.38449316828207464), 'rf_optuna': -0.38398164593832285, 'rf_sh': np.float64(-0.6040911725633205), 'rf_hb': np.float64(-0.3638504250700712), 'svm_random': np.float64(-0.5466703312976391), 'svm_optuna': -0.5461357174555239, 'svm_sh': np.float64(-0.6078540109493746), 'svm_hb': np.float64(-0.546602072731653)}","{'rf_random': 6, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 3, 'svm_random': 1, 'svm_optuna': 1, 'svm_sh': 1, 'svm_hb': 1}"
