"Start Time","Duration","Run ID","Name","Source Type","Source Name","User","Status","C","budget","class_balance","criterion","dataset","feature_correlation_mean","feature_kurtosis","feature_skew_mean","feature_skewness","feature_std_mean","kernel","max_depth","method","n_estimators","n_features","n_rounds","n_samples","noise_indicator","run_id","seed","best_score","best_so_far","round_time","score","used_hb","used_optuna","used_random","used_sh"
"2025-12-13 04:18:09","5.8s","00753e9d85e14dd89ea28714746ff6e2","optuna_baseline","LOCAL","src/main.py","francoramirez","FINISHED","","20","","gini","","","","","","","","14","optuna_only","127","","","","","","12","0.9571983629206072","","","","","","",""
"2025-12-13 04:16:57","1.2min","96a2306c45f748968426283cb7744ddc","selective-finch-673","LOCAL","src/main.py","francoramirez","FINISHED","1","","0.6285714285714286","","breast_cancer","0.4105670163435935","8.002314651923099","1.7874191668790844","1.7874191668790844","1.0080464981038788","rbf","","","","30","20","455","1.0245074903900662","caa73d08","12","0.971211841672762","0.971211841672762","2.3282628059387207","0.9545941121918625","1","1","1","1"
"2025-12-13 04:16:51","5.9s","fea4a74b430f41278cca1ed44e522911","optuna_baseline","LOCAL","src/main.py","francoramirez","FINISHED","","20","","entropy","","","","","","","","17","optuna_only","58","","","","","","11","0.9645144113290539","","","","","","",""
"2025-12-13 04:15:38","1.2min","dd41831da579460190b9b03acc0077bf","resilient-swan-573","LOCAL","src/main.py","francoramirez","FINISHED","1","","0.6285714285714286","","breast_cancer","0.4105670163435935","8.002314651923099","1.7874191668790844","1.7874191668790844","1.0080464981038788","rbf","","","","30","20","455","1.0245074903900662","af92b924","11","0.971211841672762","0.971211841672762","0.2033519744873047","0.971211841672762","1","1","1","1"
"2025-12-13 04:15:32","5.6s","9418c1b14a074684a5f9258c8ab29f0e","optuna_baseline","LOCAL","src/main.py","francoramirez","FINISHED","","20","","gini","","","","","","","","16","optuna_only","115","","","","","","10","0.9573124431841672","","","","","","",""
"2025-12-13 04:14:18","1.2min","dfb85d6ad4ea4a3a99b9f0dc059daeb2","useful-bass-439","LOCAL","src/main.py","francoramirez","FINISHED","1","","0.6285714285714286","","breast_cancer","0.4105670163435935","8.002314651923099","1.7874191668790844","1.7874191668790844","1.0080464981038788","rbf","","","","30","20","455","1.0245074903900662","673d0400","10","0.971211841672762","0.971211841672762","0.20360493659973145","0.971211841672762","1","1","1","1"
"2025-12-13 04:04:07","6.4s","fc84da4b38e44202a9b31e9e37e2a256","optuna_baseline","LOCAL","src/main.py","francoramirez","FINISHED","","20","","gini","","","","","","","","5","optuna_only","151","","","","","","9","0.9499602063573113","","","","","","",""
"2025-12-13 04:02:52","1.2min","c90e581a4d6b4095ada6cb1d46b348d7","salty-pug-382","LOCAL","src/main.py","francoramirez","FINISHED","1","","0.6285714285714286","","breast_cancer","0.4105670163435935","8.002314651923099","1.7874191668790844","1.7874191668790844","1.0080464981038788","rbf","","","","30","20","455","1.0245074903900662","88ff4d58","9","0.971211841672762","0.971211841672762","2.313910961151123","0.9573495703107362","1","1","1","1"
"2025-12-13 04:02:47","5.4s","cd53ea98b993432b81f5dec6f28d4f7a","optuna_baseline","LOCAL","src/main.py","francoramirez","FINISHED","","20","","gini","","","","","","","","17","optuna_only","128","","","","","","8","0.9571026544722038","","","","","","",""
"2025-12-13 04:01:33","1.2min","90ab04ba1b9f4990996c6ca50fcd3d53","gentle-grub-985","LOCAL","src/main.py","francoramirez","FINISHED","1","","0.6285714285714286","","breast_cancer","0.4105670163435935","8.002314651923099","1.7874191668790844","1.7874191668790844","1.0080464981038788","rbf","","","","30","20","455","1.0245074903900662","f4909813","8","0.971211841672762","0.971211841672762","0.20113205909729004","0.971211841672762","1","1","1","1"
